     535 WR     0x060EC = 0x00002829
     536 ORACLE 0x060DC = 0x010E0002
     537 WR     0x060DC = 0x010E0002
     538 ORACLE 0x060DC = 0x010E0002
     539 WR     0x060DC = 0x010E0002
     540 WR     0x060E0 = 0x30000000
     541 ORACLE 0x060D4 = 0x00000000
     542 WR     0x060D4 = 0x00000002
     543 ORACLE 0x060E4 = 0x00023100
     544 WR     0x060E4 = 0x00013100
     545 ORACLE 0x060E4 = 0x00013100
     546 WR     0x060E4 = 0x00013100
     547 ORACLE 0x060E4 = 0x00013100
     548 WR     0x060E4 = 0x00023100
     549 WR     0x060E8 = 0x80008000
     550 WR     0x060E8 = 0x8001D500
     551 WR     0x060E8 = 0x80022A00
     552 WR     0x060E8 = 0x80030000
     553 ORACLE 0x060D0 = 0x00000008
     554 WR     0x060D0 = 0x00000009
     555 POLL   0x060D8 = 0x00000010
     562 ORACLE 0x060D4 = 0x00000000
     563 WR     0x060D4 = 0x00000002
     564 ORACLE 0x060D4 = 0x00000000
     565 WR     0x060D4 = 0x00000002
     566 ORACLE 0x060D0 = 0x00000008
     567 WR     0x060D0 = 0x00000002
     568 ORACLE 0x060D0 = 0x00000002
     569 WR     0x060D0 = 0x00000000
     570 ORACLE 0x060EC = 0x00002829
     571 WR     0x060EC = 0x00000000
     572 ORACLE 0x060D0 = 0x00000000
     573 WR     0x060D0 = 0x00000008
     574 ORACLE 0x0641C = 0x007F0000
     575 WR     0x0641C = 0x007F0000
     576 WR     0x00000 = 0x000065D0
     577 ORACLE 0x00004 = 0x00000000
     578 WR     0x00004 = 0x00000000
     579 ORACLE 0x00004 = 0x00000000
     580 WR     0x00004 = 0x00000000
     581 ORACLE 0x060EC = 0x00000000
     582 WR     0x060EC = 0x00002829
     583 ORACLE 0x060DC = 0x010E0002
     584 WR     0x060DC = 0x010E0002
     585 ORACLE 0x060DC = 0x010E0002
     586 WR     0x060DC = 0x010E0002
     587 WR     0x060E0 = 0x30000000
     588 ORACLE 0x060D4 = 0x00000000
